Year/species/area;Species;Area;Year;PCB7 l.w.;SDDT l.w.;SHCH l.w.;HCB l.w.;TNC l.w.;SPBDE l.w.;Log PCB7 LW;Log DDT LW;Log HCH LW;Log TNC LW;Log HCB LW;Log PBDE LW;Hel lengde, cm;Log(Length);Hel vekt, g;Lever vekt, g;LSI %;Log LSI;Fettinnhold, %;Log fett;Alder, y;PCB7, µg/kg ww;Log PCB7 ww;DDT ww1;Log DDT ww;HCH ww;Log HCH ww;TNC ww;Log TNC ww;HCB ww;Log HCB ww;PBDE ww;Log PBDE ww;DDT ww10;Var18;Var19
H Eb 2019;Haddock;Egersund Bank;2019;583,2228796;151,7356614;1,832113758;31,59785528;12,65379902;38,52935233;2,765834553;2,181087662;0,262952436;1,102220932;1,499657606;1,585791709;50;1,70;1160;18,00;1,551724138;0,19;16,4;1,21;5;96;1,98;24,85;1,40;0,30;-0,52;2,07;0,32;5,17;0,71;6,31;0,80;24,85;;
H Eb 2019;Haddock;Egersund Bank;2019;319,2594412;62,74125236;1,188032102;14,38989372;9,266263417;101,8534363;2,504143749;1,797553183;0,074828176;0,966904642;1,158057586;2,007975686;40;1,60;610;21,00;3,442622951;0,54;51,7;1,71;4;165;2,22;32,43;1,51;0,61;-0,21;4,79;0,68;7,44;0,87;52,64;1,72;32,43;;
H Eb 2019;Haddock;Egersund Bank;2019;231,1080625;56,89974828;1,069071309;10,22378048;5,400382277;17,70570748;2,363815097;1,755110345;0,029006675;0,732424503;1,009611516;1,248113285;52;1,72;1415;52,00;3,674911661;0,57;63,6;1,80;5;147;2,17;36,19;1,56;0,68;-0,17;3,44;0,54;6,50;0,81;11,26;1,05;36,19;;
H Eb 2019;Haddock;Egersund Bank;2019;141,2026735;10,39111834;1,221684754;13,86000383;2,474445751;7,864231432;2,14984292;1,016662291;0,086959154;0,393477937;1,14176335;0,895656286;49;1,69;1225;51,00;4,163265306;0,62;51,5;1,71;5;73;1,86;5,35;0,73;0,63;-0,20;1,27;0,11;7,14;0,85;4,05;0,61;5,35;;
H Eb 2019;Haddock;Egersund Bank;2019;133,0289473;18,41347917;0,975991272;16,50829072;4,107853675;8,757181959;2,123946154;1,265135855;-0,010554066;0,613614965;1,217702109;0,942364374;47;1,67;1100;45,00;4,090909091;0,61;59,8;1,78;5;80;1,90;11,02;1,04;0,58;-0,23;2,46;0,39;9,88;0,99;5,24;0,72;11,02;;
H Eb 2019;Haddock;Egersund Bank;2019;72,50103394;9,293035071;0,820244748;12,42809037;3,904610769;12,67846471;1,8603442;0,968157576;-0,086056541;0,591577748;1,094404403;1,103066666;37;1,57;525;30,00;5,714285714;0,76;65,1;1,81;4;47;1,67;6,05;0,78;0,53;-0,27;2,54;0,41;8,09;0,91;8,25;0,92;6,05;;
H Eb 2019;Haddock;Egersund Bank;2019;136,3566275;22,32638725;1,168771093;12,05228173;6,238807164;10,89423331;2,134676251;1,348818453;0,067729462;0,795101562;1,081069275;1,037196672;51;1,71;1360;57,00;4,191176471;0,62;56,0;1,75;4;76;1,88;12,49;1,10;0,65;-0,18;3,49;0,54;6,74;0,83;6,10;0,79;12,49;;
H Eb 2016;Haddock;Egersund Bank;2016;161,8818427;8,26840418;1,190737216;15,04880344;6,735448847;16,31146072;2,209198139;0,917421698;0,075815928;0,828366542;1,17750197;1,212492855;41;1,61;645;30,00;4,651162791;0,67;43,7;1,64;2;71;1,85;3,62;0,56;0,52;-0,28;2,95;0,47;6,58;0,82;7,13;0,85;3,62;;
H Eb 2016;Haddock;Egersund Bank;2016;358,6160845;30,19265603;1,960121195;20,11470397;10,92528301;39,31540051;2,554629765;1,479901319;0,292282925;1,038432696;1,303513645;1,594562704;48,5;1,69;1115;28,00;2,511210762;0,40;36,4;1,56;4;130;2,12;10,98;1,04;0,71;-0,15;3,97;0,60;7,32;0,86;14,30;1,16;10,98;;
H Eb 2016;Haddock;Egersund Bank;2016;347,5903516;16,98278569;1,915629019;14,94951175;12,44419741;42,60763774;2,541067713;1,230008929;0,282311407;1,094966892;1,174627009;1,629487457;48,5;1,69;1095;27,00;2,465753425;0,39;32,0;1,51;6;111;2,05;5,44;0,74;0,61;-0,21;3,98;0,60;4,79;0,68;13,64;1,13;5,44;;
H Eb 2016;Haddock;Egersund Bank;2016;181,8340528;13,64377677;1,378921089;14,98360749;8,404426572;33,1189152;2,259675219;1,134934605;0,139539414;0,924508087;1,175616388;1,520076103;39;1,59;595;19,00;3,193277311;0,50;43,1;1,63;2;78;1,89;5,88;0,77;0,59;-0,23;3,62;0,56;6,45;0,81;14,26;1,15;5,88;;
H Eb 2016;Haddock;Egersund Bank;2016;221,5305449;113,315283;1,370642648;20,525298;15,75230291;20,27421302;2,345433616;2,054288488;0,136924241;1,197344055;1,312289471;1,306944005;44;1,64;910;24,00;2,637362637;0,42;42,6;1,63;3;94;1,97;48,26;1,68;0,58;-0,23;6,71;0,83;8,74;0,94;8,64;0,94;48,26;;
H Eb 2016;Haddock;Egersund Bank;2016;244,4056039;6,645591985;1,579263185;21,28352725;12,09308022;21,37182967;2,38811116;0,822533674;0,198454511;1,082536934;1,328043604;1,329841704;46;1,66;990;33,00;3,333333333;0,52;35,6;1,55;5;87;1,94;2,37;0,37;0,56;-0,25;4,31;0,63;7,58;0,88;7,62;0,88;2,37;;
H Eb 2016;Haddock;Egersund Bank;2016;423,0476221;107,9265487;1,266743936;16,35306052;13,0563105;30,87619261;2,626389258;2,03312829;0,102688834;1,11582047;1,213599044;1,489623742;47;1,67;1125;32,00;2,844444444;0,45;22,7;1,36;4;96;1,98;24,54;1,39;0,29;-0,54;2,97;0,47;3,72;0,57;7,02;0,85;24,54;;
H Eb 2016;Haddock;Egersund Bank;2016;422,6392645;67,90803198;1,922508215;20,42968407;12,28577237;38,66346586;2,625969842;1,831921145;0,283868204;1,089402465;1,310261651;1,587300782;53,5;1,73;1355;17,00;1,254612546;0,10;5,2;0,72;4;22;1,34;3,53;0,55;0,10;-1,00;0,64;-0,19;1,06;0,03;2,01;0,30;3,53;;
H Eb 2016;Haddock;Egersund Bank;2016;411,1016457;12,13856562;1,346122132;21,30326882;14,51424206;33,70845064;2,613949215;1,084167371;0,129084465;1,161794362;1,328446248;1,527738791;46;1,66;940;21,00;2,234042553;0,35;29,1;1,46;4;120;2,08;3,54;0,55;0,39;-0,41;4,23;0,63;6,21;0,79;9,82;0,99;3,54;;
H Eb 2016;Haddock;Egersund Bank;2016;168,0627962;57,43224197;1,419739007;15,21120749;6,697281011;16,43443104;2,225471585;1,75915577;0,152208515;0,825898522;1,18216369;1,215754673;38;1,58;520;20,00;3,846153846;0,59;42,4;1,63;2;71;1,85;24,34;1,39;0,60;-0,22;2,84;0,45;6,45;0,81;6,97;0,84;24,34;;
H Eb 2016;Haddock;Egersund Bank;2016;858,9734972;19,14647926;1,900750506;20,52447124;16,51536301;50,2680171;2,933979764;1,282088926;0,278925115;1,217888124;1,312271978;1,701291754;54;1,73;700;17,00;2,428571429;0,39;11,8;1,07;4;101;2,00;2,25;0,35;0,22;-0,65;1,94;0,29;2,41;0,38;5,91;0,77;2,25;;
H Eb 2016;Haddock;Egersund Bank;2016;204,3056011;29,94322218;1,283097367;15,41479857;10,44707441;19,57388676;2,310280273;1,476298533;0,108259614;1,018994688;1,187937854;1,291677072;42;1,62;710;20,00;2,816901408;0,45;34,2;1,53;2;70;1,84;10,24;1,01;0,44;-0,36;3,57;0,55;5,27;0,72;6,69;0,83;10,24;;
H Eb 2016;Haddock;Egersund Bank;2016;487,2860987;159,3685934;2,013051817;15,19694544;22,26162197;49,7540959;2,687784022;2,20240274;0,303854954;1,347556804;1,181756304;1,696828839;41;1,61;730;16,00;2,191780822;0,34;20,6;1,31;3;100;2,00;32,83;1,52;0,41;-0,38;4,59;0,66;3,13;0,50;10,25;1,01;32,83;;
H Eb 2016;Haddock;Egersund Bank;2016;173,0787229;67,23447923;1,387199183;15,39268427;10,40652337;19,03826949;2,238243682;1,827592045;0,142138824;1,017305664;1,187314361;1,27962747;40;1,60;530;19,00;3,58490566;0,55;38,9;1,59;3;67;1,83;26,15;1,42;0,54;-0,27;4,05;0,61;5,99;0,78;7,41;0,87;26,15;;
H Eb 2016;Haddock;Egersund Bank;2016;211,9307552;10,82858088;1,28602521;16,73334562;11,11729283;16,70622364;2,326193986;1,034571545;0,109249482;1,045999045;1,223582781;1,222878291;46;1,66;920;27,00;2,934782609;0,47;37,4;1,57;4;79;1,90;4,05;0,61;0,48;-0,32;4,16;0,62;6,26;0,80;6,25;0,80;4,05;;
H Eb 2016;Haddock;Egersund Bank;2016;179,7747333;32,57817812;1,393153205;10,96721132;7,232067557;12,92732882;2,254728653;1,512926793;0,143998879;0,859262474;1,040096212;1,111508796;39;1,59;580;24,00;4,137931034;0,62;49,8;1,70;2;90;1,95;16,24;1,21;0,69;-0,16;3,60;0,56;5,47;0,74;6,44;0,81;16,24;;
H Eb 2016;Haddock;Egersund Bank;2016;472,7440737;11,52515009;1,291258686;19,72566233;14,3292355;32,58201367;2,674626093;1,06164659;0,111013256;1,15622302;1,295031594;1,512977922;48;1,68;880;22,00;2,5;0,40;16,0;1,20;4;76;1,88;1,84;0,27;0,21;-0,69;2,29;0,36;3,15;0,50;5,20;0,72;1,84;;
H Eb 2016;Haddock;Egersund Bank;2016;196,3730632;37,96261894;1,461800618;12,31585457;8,264268668;18,64981129;2,293081915;1,579356166;0,164888141;0,917204427;1,090464552;1,270674442;36;1,56;520;13,00;2,5;0,40;33,6;1,53;3;66;1,82;12,75;1,11;0,49;-0,31;2,78;0,44;4,14;0,62;6,26;0,80;12,75;;
H Eb 2016;Haddock;Egersund Bank;2016;98,39599538;23,83544246;1,647091327;15,88793898;6,544534407;11,29049328;1,992977423;1,377223218;0,21671768;0,815878755;1,201067563;1,052712916;38;1,58;480;19,50;4,0625;0,61;57,8;1,76;3;57;1,75;13,77;1,14;0,95;-0,02;3,78;0,58;9,18;0,96;6,52;0,81;13,77;;
H Eb 2016;Haddock;Egersund Bank;2016;46,39097577;10,81984772;1,418732846;8,613236654;3,247646028;4,527578955;1,666433507;1,034221148;0,151900623;0,511568688;0,93516638;0,655866033;30;1,48;335;11,40;3,402985075;0,53;46,1;1,66;2;21;1,33;4,99;0,70;0,65;-0,18;1,50;0,18;3,97;0,60;2,09;0,32;4,99;;
H Eb 2016;Haddock;Egersund Bank;2016;113,4400028;22,70524818;1,607563478;17,02234614;8,709772403;11,99851024;2,054766229;1,356126253;0,206168131;0,940006807;1,231019417;1,079127326;32;1,51;245;11,20;4,571428571;0,66;54,4;1,74;2;62;1,79;12,35;1,09;0,87;-0,06;4,74;0,68;9,26;0,97;6,53;0,81;12,35;;
H Eb 2016;Haddock;Egersund Bank;2016;105,986411;47,59874894;1,725564089;11,38448758;6,285019218;11,9738611;2,025250186;1,677595538;0,236931094;0,79830661;1,056313488;1,078234216;35;1,54;360;12,80;3,555555556;0,55;50,8;1,71;2;54;1,73;24,19;1,38;0,88;-0,06;3,19;0,50;5,79;0,76;6,09;0,78;24,19;;
;;;;;;;;;;;;;;;;44;1,64;710;28,00;3,943661972;0,60;;;4;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;47;1,67;960;43,00;4,479166667;0,65;;;5;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;41;1,61;690;15,00;2,173913043;0,34;;;3;;;;;;;;;;;;;;;
H Eb 2013;Haddock;Egersund Bank;2013;100,7102007;34,90291457;2,390456265;8,896109729;5,841964863;50,35468236;2,003073462;1,542861694;0,378480802;0,766558941;0,949200131;1,702039861;39;1,59;649;43,00;6,625577812;0,82;49,0;1,69;4;49;1,69;17,12;1,23;1,17;0,07;2,87;0,46;4,36;0,64;24,70;1,39;17,12;;
H Eb 2013;Haddock;Egersund Bank;2013;101,1469221;53,37108475;3,802258148;9,979560329;4,681016075;107,9115532;2,004952672;1,72730603;0,580041599;0,670340133;0,999111408;2,033067944;43;1,63;721;28,00;3,883495146;0,59;42,4;1,63;7;43;1,63;22,61;1,35;1,61;0,21;1,98;0,30;4,23;0,63;45,72;1,66;22,61;;
H Eb 2013;Haddock;Egersund Bank;2013;60,14752326;16,82395216;2,682598139;8,231910803;4,115060823;53,88891822;1,779217749;1,225928025;0,428555619;0,614376259;0,915500656;1,731499466;40;1,60;648;46,00;7,098765432;0,85;60,4;1,78;3;36;1,56;10,15;1,01;1,62;0,21;2,48;0,40;4,97;0,70;32,53;1,51;10,15;;
H Eb 2013;Haddock;Egersund Bank;2013;105,5946844;17,94852;2,679314233;10,78664267;5,157755707;62,73723106;2,023642056;1,254028643;0,428023651;0,712460768;1,032886292;1,797525347;47;1,67;1052;53,00;5,038022814;0,70;52,4;1,72;6;55;1,74;9,41;0,97;1,41;0,15;2,71;0,43;5,66;0,75;32,90;1,52;9,41;;
H Eb 2013;Haddock;Egersund Bank;2013;80,65200475;18,74506806;2,724826362;8,362994301;3,735578889;46,49357692;1,906615167;1,272887022;0,435338832;0,572357912;0,922361801;1,667392959;43;1,63;794;36,00;4,534005038;0,66;50,5;1,70;5;41;1,61;9,46;0,98;1,38;0,14;1,89;0,28;4,22;0,63;23,47;1,37;9,46;;
H Eb 2013;Haddock;Egersund Bank;2013;82,35021286;23,85487078;2,689504015;11,84756254;4,009052948;46,84544786;1,915664726;1,377577068;0,429672197;0,603041792;1,07362901;1,670667395;41;1,61;654;28,00;4,281345566;0,63;54,3;1,73;6;45;1,65;12,95;1,11;1,46;0,16;2,18;0,34;6,43;0,81;25,42;1,41;12,95;;
H Eb 2013;Haddock;Egersund Bank;2013;91,94590864;44,02369653;2,91758565;10,00082784;4,905200716;108,3219444;1,963532409;1,643686506;0,465023614;0,690656783;1,000035951;2,034716447;39;1,59;637;43,00;6,750392465;0,83;50,1;1,70;4;46;1,66;22,06;1,34;1,46;0,16;2,46;0,39;5,01;0,70;54,27;1,73;22,06;;
H Eb 2013;Haddock;Egersund Bank;2013;144,0300898;48,15849148;3,644091283;13,23414996;7,825257042;83,30768897;2,158453231;1,682672875;0,561589247;0,893498612;1,121696052;1,920685087;39;1,59;592;23,00;3,885135135;0,59;37,6;1,58;5;54;1,73;18,12;1,26;1,37;0,14;2,94;0,47;4,98;0,70;31,34;1,50;18,12;;
H Eb 2013;Haddock;Egersund Bank;2013;145,9885631;47,085946;2,722611154;10,51013505;8,423261683;103,1343611;2,164318834;1,6728913;0,434985619;0,925480293;1,021608296;2,013403382;40;1,60;637;40,00;6,279434851;0,80;51,1;1,71;6;75;1,87;24,06;1,38;1,39;0,14;4,30;0,63;5,37;0,73;52,71;1,72;24,06;;
H Eb 2013;Haddock;Egersund Bank;2013;365,8917448;57,19457725;3,480116896;15,42963094;16,19913939;354,5286;2,563352611;1,757354854;0,541593832;1,209491942;1,188355538;2,549651276;42;1,62;684;20,00;2,923976608;0,47;33,4;1,52;5;122;2,09;19,10;1,28;1,16;0,07;5,41;0,73;5,15;0,71;118,39;2,07;19,10;;
H Eb 2013;Haddock;Egersund Bank;2013;58,47270353;17,79533576;2,911187047;9,236440627;3,879725858;38,71877647;1,766953174;1,250306187;0,46407011;0,588801039;0,965504643;1,587921625;39;1,59;624;35,00;5,608974359;0,75;53,6;1,73;3;31;1,50;9,53;0,98;1,56;0,19;2,08;0,32;4,95;0,69;20,75;1,32;9,53;;
H Eb 2013;Haddock;Egersund Bank;2013;62,76135513;14,81499976;2,749562587;7,824468283;3,535486281;40,04885777;1,797692312;1,170701649;0,43926361;0,548449156;0,893454834;1,602590134;40;1,60;674;48,00;7,121661721;0,85;58,2;1,76;3;37;1,56;8,62;0,94;1,60;0,20;2,06;0,31;4,55;0,66;23,29;1,37;8,62;;
H Eb 2013;Haddock;Egersund Bank;2013;73,18289762;28,38597751;2,838564593;10,95026927;4,99025954;56,1028704;1,864409601;1,453103854;0,453098781;0,698123134;1,039424799;1,748985082;35;1,54;467;31,00;6,638115632;0,82;49,8;1,70;3;36;1,56;14,13;1,15;1,41;0,15;2,48;0,40;5,45;0,74;27,92;1,45;14,13;;
H Eb 2013;Haddock;Egersund Bank;2013;203,8934547;84,23543015;3,46783949;10,9384559;6,798606346;116,2215053;2,309403284;1,925494798;0,540058988;0,832419895;1,03895602;2,065286496;39;1,59;539;26,00;4,823747681;0,68;37,3;1,57;8;76;1,88;31,40;1,50;1,29;0,11;2,53;0,40;4,08;0,61;43,32;1,64;31,40;;
H Eb 2013;Haddock;Egersund Bank;2013;84,3112869;40,33329253;2,850581272;10,53263236;4,49189041;48,67633524;1,925885718;1,605663676;0,454933428;0,652429152;1,022536925;1,687317873;39;1,59;527;32,00;6,072106262;0,78;48,7;1,69;4;41;1,61;19,64;1,29;1,39;0,14;2,19;0,34;5,13;0,71;23,70;1,37;19,64;;
H Eb 2013;Haddock;Egersund Bank;2013;293,3498178;72,2003218;2,236257011;10,97929715;5,977617336;138,7851576;2,467385823;1,858539133;0,349521715;0,77652811;1,040574539;2,142343023;43;1,63;830;38,00;4,578313253;0,66;52,6;1,72;8;154;2,19;38,00;1,58;1,18;0,07;3,15;0,50;5,78;0,76;73,05;1,86;38,00;;
H Eb 2013;Haddock;Egersund Bank;2013;214,120782;93,3049046;2,689385274;8,902120514;10,4009846;172,7814591;2,330658821;1,969904473;0,429653022;1,017074453;0,949493469;2,237497137;41;1,61;764;40,00;5,235602094;0,72;46,7;1,67;5;100;2,00;43,62;1,64;1,26;0,10;4,86;0,69;4,16;0,62;80,77;1,91;43,62;;
H Eb 2013;Haddock;Egersund Bank;2013;53,19056108;32,86654658;2,589434513;9,314579305;2,875012037;35,24259713;1,725834571;1,516754073;0,413204932;0,458639667;0,969163245;1,547067905;41;1,61;701;42,00;5,991440799;0,78;60,3;1,78;4;32;1,51;19,81;1,30;1,56;0,19;1,73;0,24;5,62;0,75;21,25;1,33;19,81;;
H Eb 2013;Haddock;Egersund Bank;2013;130,0620377;26,81819593;2,952038685;9,790158267;5,844224479;97,78867985;2,114150554;1,428429559;0,470122044;0,766726889;0,990789713;1,990288583;42;1,62;701;43,00;6,134094151;0,79;53,3;1,73;6;69;1,84;14,28;1,15;1,57;0,20;3,11;0,49;5,21;0,72;52,09;1,72;14,28;;
H Eb 2013;Haddock;Egersund Bank;2013;124,1003723;48,6962951;2,786493689;9,847315963;8,678755486;72,16683992;2,093773084;1,687495921;0,445058064;0,938457453;0,993317873;1,858337689;40;1,60;638;40,00;6,269592476;0,80;49,7;1,70;4;62;1,79;24,20;1,38;1,38;0,14;4,31;0,63;4,89;0,69;35,86;1,55;24,20;;
H Eb 2013;Haddock;Egersund Bank;2013;56,59241407;18,61589085;2,754940801;9,830895942;3,485482444;37,13102719;1,75275822;1,269883824;0,440112271;0,5422629;0,992593099;1,569736964;40;1,60;642;46,00;7,165109034;0,86;59,4;1,77;4;34;1,53;11,05;1,04;1,64;0,21;2,07;0,32;5,84;0,77;22,05;1,34;11,05;;
H Eb 2013;Haddock;Egersund Bank;2013;121,0040839;28,40940457;2,474383681;10,11846631;6,638849439;99,37450602;2,082800028;1,453462131;0,393467043;0,822092819;1,00511469;1,997274983;35;1,54;531;40,00;7,532956685;0,88;57,3;1,76;3;69;1,84;16,29;1,21;1,42;0,15;3,81;0,58;5,80;0,76;56,99;1,76;16,29;;
H Eb 2013;Haddock;Egersund Bank;2013;57,24823765;17,70321108;2,701578676;9,948937596;3,441716413;41,40946376;1,757762122;1,248052048;0,43161762;0,536775083;0,997776707;1,617099607;36;1,56;536;34,00;6,343283582;0,80;59,4;1,77;4;34;1,53;10,51;1,02;1,60;0,21;2,04;0,31;5,91;0,77;24,60;1,39;10,51;;
H Eb 2013;Haddock;Egersund Bank;2013;61,07869663;30,88424841;3,051533117;10,84865548;5,266774652;48,53406787;1,785889761;1,489737037;0,484518088;0,721544737;1,035375918;1,686046693;36;1,56;499;37,00;7,414829659;0,87;51,2;1,71;3;31;1,49;15,81;1,20;1,56;0,19;2,70;0,43;5,55;0,74;24,84;1,40;15,81;;
H Eb 2013;Haddock;Egersund Bank;2013;106,5117785;57,13947189;2,654183701;8,928818022;6,374671228;115,0355048;2,027397636;1,756936222;0,423930978;0,804457791;0,950793972;2,060831903;34;1,53;477;37,00;7,756813417;0,89;49,9;1,70;4;53;1,73;28,53;1,46;1,33;0,12;3,18;0,50;4,46;0,65;57,44;1,76;28,53;;
H Eb 2011;Haddock;Egersund Bank;2011;4280,560727;900,0352121;0,566213488;23,89981144;42,54099018;290,3628864;3,631500663;2,954259501;-0,24701979;1,628807594;1,378394475;2,462941105;42;1,62;580;7,00;1,206896552;0,08;3,5;0,55;4;151;2,18;31,79;1,50;0,02;-1,70;1,50;0,18;0,84;-0,07;10,26;1,01;31,79;;
H Eb 2011;Haddock;Egersund Bank;2011;209,3876059;84,90430535;2,628241214;15,57193417;6,486330771;23,87184268;2,320950971;1,928929713;0,419665221;0,811999092;1,192342559;1,377885944;32;1,51;310;10,00;3,225806452;0,51;44,3;1,65;3;93;1,97;37,60;1,58;1,16;0,07;2,87;0,46;6,90;0,84;10,57;1,02;37,60;;
H Eb 2011;Haddock;Egersund Bank;2011;1045,551229;242,9780221;2,891304236;24,9065692;42,43743146;66,88469027;3,019345317;2,385566992;0,461093792;1,62774909;1,396313909;1,82532672;31;1,49;310;8,00;2,580645161;0,41;36,1;1,56;2;378;2,58;87,75;1,94;1,04;0,02;15,33;1,19;8,99;0,95;24,15;1,38;87,75;;
H Eb 2011;Haddock;Egersund Bank;2011;308,4088199;36,76924382;2,331392238;15,56752295;16,44677665;17,52264302;2,48912679;1,565484698;0,367615346;1,216080795;1,192219515;1,243599613;33;1,52;401;18,00;4,488778055;0,65;49,6;1,70;3;153;2,19;18,25;1,26;1,16;0,06;8,17;0,91;7,73;0,89;8,70;0,94;18,25;;
H Eb 2011;Haddock;Egersund Bank;2011;936,0724573;288,8897998;4,743551237;31,14179034;48,16837849;43,90867052;2,971309467;2,460732208;0,676103596;1,682762027;1,493343577;1,642550288;32;1,51;320;8,00;2,5;0,40;24,1;1,38;3;226;2,35;69,68;1,84;1,14;0,06;11,62;1,07;7,51;0,88;10,59;1,02;69,68;;
H Eb 2011;Haddock;Egersund Bank;2011;187,0867328;28,95934903;1,785617746;10,81847487;4,284116047;17,82928198;2,272042991;1,461788795;0,251788493;0,631861226;1,03416604;1,251133854;34;1,53;424;15,00;3,537735849;0,55;54,3;1,74;3;102;2,01;15,74;1,20;0,97;-0,01;2,33;0,37;5,88;0,77;9,69;0,99;15,74;;
H Eb 2011;Haddock;Egersund Bank;2011;246,4414331;33,98457261;2,359616894;15,9327422;12,47095587;16,77559692;2,391713726;1,531281813;0,372841497;1,095899742;1,202290529;1,224677982;33;1,52;413;13,00;3,147699758;0,50;40,1;1,60;3;99;1,99;13,61;1,13;0,95;-0,02;5,00;0,70;6,38;0,80;6,72;0,83;13,61;;
H Eb 2011;Haddock;Egersund Bank;2011;654,1024615;71,28268261;2,048789047;14,03041092;30,88359785;62,77764659;2,815645783;1,852984035;0,311497244;1,489727889;1,147070391;1,797805031;43;1,63;809;13,00;1,606922126;0,21;17,6;1,25;5;115;2,06;12,56;1,10;0,36;-0,44;5,44;0,74;2,47;0,39;11,07;1,04;12,56;;
H Eb 2011;Haddock;Egersund Bank;2011;1057,062608;125,5608627;2,927584881;18,86665812;36,2927586;46,03331012;3,024100711;2,098854291;0,466509496;1,55981998;1,27569498;1,663072205;37;1,57;450;7,00;1,555555556;0,19;14,0;1,15;4;148;2,17;17,57;1,24;0,41;-0,39;5,08;0,71;2,64;0,42;6,44;0,81;17,57;;
H Eb 2011;Haddock;Egersund Bank;2011;333,5416884;75,37197402;3,463911065;14,37508251;18,72055449;22,21108982;2,523150123;1,87720989;0,539566733;1,272318708;1,157610346;1,346569868;30;1,48;260;7,00;2,692307692;0,43;40,7;1,61;2;136;2,13;30,67;1,49;1,41;0,15;7,62;0,88;5,85;0,77;9,04;0,96;30,67;;
H Eb 2011;Haddock;Egersund Bank;2011;358,2733749;85,53094969;2,767731014;14,40294974;22,22246164;22,92391575;2,554214535;1,932123294;0,44212388;1,346792165;1,158451445;1,360288804;34;1,53;350;12,00;3,428571429;0,54;45,7;1,66;3;164;2,21;39,05;1,59;1,26;0,10;10,15;1,01;6,58;0,82;10,47;1,02;39,05;;
H Eb 2011;Haddock;Egersund Bank;2011;1461,108435;101,9163177;2,195880802;18,26240867;27,98833072;129,2895576;3,164682448;2,008243724;0,341608762;1,446976997;1,261558057;2,11156345;45;1,65;895;12,00;1,340782123;0,13;13,4;1,13;5;196;2,29;13,69;1,14;0,29;-0,53;3,76;0,58;2,45;0,39;17,37;1,24;13,69;;
H Eb 2011;Haddock;Egersund Bank;2011;309,989693;85,35275092;1,777260973;17,46027615;9,997438474;21,47657669;2,491347254;1,931217523;0,249751204;0,99988874;1,242051108;1,331965057;41;1,61;700;20,00;2,857142857;0,46;43,1;1,63;2;133;2,13;36,75;1,57;0,77;-0,12;4,30;0,63;7,52;0,88;9,25;0,97;36,75;;
H Eb 2011;Haddock;Egersund Bank;2011;240,8124652;89,04954482;2,273442351;12,32938024;11,16498608;19,21371188;2,381678964;1,949631704;0,356683946;1,047858186;1,090941246;1,283611274;34;1,53;415;19,00;4,578313253;0,66;54,9;1,74;3;132;2,12;48,87;1,69;1,25;0,10;6,13;0,79;6,77;0,83;10,54;1,02;48,87;;
H Eb 2011;Haddock;Egersund Bank;2011;309,9138741;76,44375808;1,762377729;16,01866556;18,14550101;30,30290168;2,491241019;1,883342029;0,246098996;1,258768964;1,204626334;1,481484217;34;1,53;435;12,00;2,75862069;0,44;49,0;1,69;3;152;2,18;37,43;1,57;0,86;-0,06;8,88;0,95;7,84;0,89;14,84;1,17;37,43;;
H Eb 2011;Haddock;Egersund Bank;2011;354,8300384;65,74748397;3,854262616;16,83467333;18,71519345;21,65831579;2,550020378;1,817879138;0,585941303;1,272194321;1,226204693;1,335624682;32;1,51;335;7,00;2,089552239;0,32;36,7;1,57;2;130;2,12;24,16;1,38;1,42;0,15;6,88;0,84;6,19;0,79;7,96;0,90;24,16;;
H Eb 2011;Haddock;Egersund Bank;2011;428,0623627;79,28214474;2,528924413;18,0705132;22,19914629;28,2298964;2,631507044;1,89917539;0,402935849;1,346336273;1,256970487;1,450709284;32;1,51;360;11,00;3,055555556;0,49;36,3;1,56;2;156;2,19;28,81;1,46;0,92;-0,04;8,07;0,91;6,57;0,82;10,26;1,01;28,81;;
H Eb 2011;Haddock;Egersund Bank;2011;398,336093;61,25541626;1,826685422;20,16558988;11,18050149;34,66894694;2,600249659;1,787144495;0,261663763;1,048461284;1,30461093;1,53994065;43;1,63;705;14,00;1,985815603;0,30;31,8;1,50;;126;2,10;19,45;1,29;0,58;-0,24;3,55;0,55;6,40;0,81;11,01;1,04;19,45;;
H Eb 2011;Haddock;Egersund Bank;2011;173,5145489;92,13303964;2,072040153;15,32707668;5,874961306;29,70731406;2,239335895;1,9644154;0,316398167;0,769005011;1,18545933;1,472863387;44;1,64;825;20,00;2,424242424;0,38;47,2;1,67;;82;1,91;43,46;1,64;0,98;-0,01;2,77;0,44;7,23;0,86;14,01;1,15;43,46;;
H Eb 2011;Haddock;Egersund Bank;2011;502,6552151;187,0237823;1,593727559;18,43206091;18,13562171;51,51961529;2,701270193;2,271896836;0,202414083;1,258532448;1,265573897;1,711972611;42;1,62;725;16,00;2,206896552;0,34;38,5;1,59;;194;2,29;72,01;1,86;0,61;-0,21;6,98;0,84;7,10;0,85;19,84;1,30;72,01;;
